key,scientific_name,species,family,country,year,month,basis_of_record
3503309350,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Finland,2022,3,HUMAN_OBSERVATION
3503310341,"Regulus regulus (Linnaeus, 1758)",Regulus regulus,Regulidae,Finland,2022,3,HUMAN_OBSERVATION
3503310397,Columba livia f. domestica,Columba livia,Columbidae,Finland,2022,3,HUMAN_OBSERVATION
3503311348,"Passer montanus (Linnaeus, 1758)",Passer montanus,Passeridae,Finland,2022,3,HUMAN_OBSERVATION
3503311349,"Coloeus monedula (Linnaeus, 1758)",Coloeus monedula,Corvidae,Finland,2022,3,HUMAN_OBSERVATION
3503311415,"Chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,Finland,2022,3,HUMAN_OBSERVATION
3503312346,"Chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,Finland,2022,3,HUMAN_OBSERVATION
3503313343,"Passer montanus (Linnaeus, 1758)",Passer montanus,Passeridae,Finland,2022,3,HUMAN_OBSERVATION
3503314346,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,Finland,2022,3,HUMAN_OBSERVATION
3503314413,"Larus Linnaeus, 1758",,Laridae,Finland,2022,3,HUMAN_OBSERVATION
2650162208,"Gnorimopsar chopi (Vieillot, 1819)",Gnorimopsar chopi,Icteridae,Brazil,2023,3,PRESERVED_SPECIMEN
2650162210,"Nothura maculosa (Temminck, 1815)",Nothura maculosa,Tinamidae,Brazil,2023,3,PRESERVED_SPECIMEN
2650163140,"Troglodytes musculus J.F.Naumann, 1823",Troglodytes musculus,Troglodytidae,Brazil,2023,3,PRESERVED_SPECIMEN
2713413505,"Columba livia J.F.Gmelin, 1789",Columba livia,Columbidae,United States of America,2023,3,HUMAN_OBSERVATION
3904083629,"Saxicola rubicola (Linnaeus, 1766)",Saxicola rubicola,Muscicapidae,Germany,2023,3,HUMAN_OBSERVATION
4021898305,"Larus fuscus graellsii A.E.Brehm, 1857",Larus fuscus,Laridae,United States of America,2023,3,PRESERVED_SPECIMEN
4040410339,"Alopochen aegyptiaca (Linnaeus, 1766)",Alopochen aegyptiaca,Anatidae,Belgium,2023,3,HUMAN_OBSERVATION
4041683307,"Mergus serrator Linnaeus, 1758",Mergus serrator,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683310,"Dendrocopos major (Linnaeus, 1758)",Dendrocopos major,Picidae,Norway,2023,3,HUMAN_OBSERVATION
4041683314,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683316,"Somateria mollissima (Linnaeus, 1758)",Somateria mollissima,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683321,"Haliaeetus albicilla (Linnaeus, 1758)",Haliaeetus albicilla,Accipitridae,Norway,2023,3,HUMAN_OBSERVATION
4041683324,"Clangula hyemalis (Linnaeus, 1758)",Clangula hyemalis,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683326,"Melanitta fusca (Linnaeus, 1758)",Melanitta fusca,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683331,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Norway,2023,3,HUMAN_OBSERVATION
4041683334,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Norway,2023,3,HUMAN_OBSERVATION
4041683336,"Charadrius hiaticula Linnaeus, 1758",Charadrius hiaticula,Charadriidae,Norway,2023,3,HUMAN_OBSERVATION
4041683337,"Numenius arquata (Linnaeus, 1758)",Numenius arquata,Scolopacidae,Norway,2023,3,HUMAN_OBSERVATION
4041683338,"Gavia adamsii (G.R.Gray, 1859)",Gavia adamsii,Gaviidae,Norway,2023,3,HUMAN_OBSERVATION
4041683345,"Larus marinus Linnaeus, 1758",Larus marinus,Laridae,Norway,2023,3,HUMAN_OBSERVATION
4041683348,"Garrulus glandarius (Linnaeus, 1758)",Garrulus glandarius,Corvidae,Norway,2023,3,HUMAN_OBSERVATION
4041683350,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Norway,2023,3,HUMAN_OBSERVATION
4041683357,"Motacilla cinerea Tunstall, 1771",Motacilla cinerea,Motacillidae,Norway,2023,3,HUMAN_OBSERVATION
4041683367,"Fringilla coelebs Linnaeus, 1758",Fringilla coelebs,Fringillidae,Norway,2023,3,HUMAN_OBSERVATION
4041683379,"Mergellus albellus (Linnaeus, 1758)",Mergellus albellus,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683380,"Parus major Linnaeus, 1758",Parus major,Paridae,Norway,2023,3,HUMAN_OBSERVATION
4041683383,"Mergus serrator Linnaeus, 1758",Mergus serrator,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683389,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Norway,2023,3,HUMAN_OBSERVATION
4041683390,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Norway,2023,3,HUMAN_OBSERVATION
4041683397,"Somateria mollissima (Linnaeus, 1758)",Somateria mollissima,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683398,"Poecile palustris (Linnaeus, 1758)",Poecile palustris,Paridae,Norway,2023,3,HUMAN_OBSERVATION
4041683404,"Melanitta nigra (Linnaeus, 1758)",Melanitta nigra,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683407,"Branta canadensis (Linnaeus, 1758)",Branta canadensis,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
4041683411,"Somateria mollissima (Linnaeus, 1758)",Somateria mollissima,Anatidae,Norway,2023,3,HUMAN_OBSERVATION
1291493924,"Acrocephalus stentoreus levantinus Roselaar, 1994",Acrocephalus stentoreus,Acrocephalidae,,2024,3,PRESERVED_SPECIMEN
2650162078,"Thraupis palmarum (Wied-Neuwied, 1821)",Thraupis palmarum,Thraupidae,Brazil,2024,3,PRESERVED_SPECIMEN
2650162089,"Neopelma pallescens (Lafresnaye, 1853)",Neopelma pallescens,Pipridae,Brazil,2024,3,PRESERVED_SPECIMEN
2650162110,"Thraupis palmarum (Wied-Neuwied, 1821)",Thraupis palmarum,Thraupidae,Brazil,2024,3,PRESERVED_SPECIMEN
2650162120,"Formicivora grisea (Boddaert, 1783)",Formicivora grisea,Thamnophilidae,Brazil,2024,3,PRESERVED_SPECIMEN
2650163172,"Formicivora grisea (Boddaert, 1783)",Formicivora grisea,Thamnophilidae,Brazil,2024,3,PRESERVED_SPECIMEN
4155484012,"Chloebia gouldiae (Gould, 1844)",Erythrura gouldiae,Estrildidae,Australia,2024,3,HUMAN_OBSERVATION
4180625401,"Anthracothorax nigricollis (Vieillot, 1817)",Anthracothorax nigricollis,Trochilidae,Colombia,2024,3,HUMAN_OBSERVATION
4181007777,"Troglodytes musculus J.F.Naumann, 1823",Troglodytes musculus,Troglodytidae,Colombia,2024,3,HUMAN_OBSERVATION
4188701510,"Chlorostilbon melanorhynchus Gould, 1860",Chlorostilbon melanorhynchus,Trochilidae,Colombia,2024,3,HUMAN_OBSERVATION
4192681795,"Spinus xanthogastrus (Du Bus de Gisignies, 1855)",Spinus xanthogastrus,Fringillidae,Colombia,2024,3,HUMAN_OBSERVATION
4200599342,"Crotophaga ani Linnaeus, 1758",Crotophaga ani,Cuculidae,Colombia,2024,3,HUMAN_OBSERVATION
4202511902,"Setophaga fusca (Statius Müller, 1776)",Setophaga fusca,Parulidae,Colombia,2024,3,HUMAN_OBSERVATION
4204261071,"Ramphocelus flammigerus (Jardine & Selby, 1833)",Ramphocelus flammigerus,Thraupidae,Colombia,2024,3,HUMAN_OBSERVATION
4206338204,"Turdus ignobilis P.L.Sclater, 1858",Turdus ignobilis,Turdidae,Colombia,2024,3,HUMAN_OBSERVATION
4209905180,"Sayornis nigricans (Swainson, 1827)",Sayornis nigricans,Tyrannidae,Colombia,2024,3,HUMAN_OBSERVATION
4212748775,"Stilpnia heinei (Cabanis, 1851)",Stilpnia heinei,Thraupidae,Colombia,2024,3,HUMAN_OBSERVATION
4222497412,"Pyrocephalus rubinus (Boddaert, 1783)",Pyrocephalus rubinus,Tyrannidae,Colombia,2024,3,HUMAN_OBSERVATION
4223700165,"Daptrius Vieillot, 1816",,Falconidae,Colombia,2024,3,HUMAN_OBSERVATION
4227032388,"Psittacara wagleri (G.R.Gray, 1845)",Aratinga wagleri,Psittacidae,Colombia,2024,3,HUMAN_OBSERVATION
4230969657,"Pitangus sulphuratus (Linnaeus, 1766)",Pitangus sulphuratus,Tyrannidae,Colombia,2024,3,HUMAN_OBSERVATION
4231857451,"Aulacorhynchus albivitta (Boissonneau, 1840)",Aulacorhynchus albivitta,Ramphastidae,Colombia,2024,3,HUMAN_OBSERVATION
4231890146,"Rupornis magnirostris (Gmelin, 1788)",Rupornis magnirostris,Accipitridae,Colombia,2024,3,HUMAN_OBSERVATION
4233061549,"Myiozetetes cayanensis (Linnaeus, 1766)",Myiozetetes cayanensis,Tyrannidae,Colombia,2024,3,HUMAN_OBSERVATION
4237483834,"Sporophila funerea (P.L.Sclater, 1860)",Sporophila funerea,Thraupidae,Colombia,2024,3,HUMAN_OBSERVATION
4238353467,"Melanerpes formicivorus (Swainson, 1827)",Melanerpes formicivorus,Picidae,Colombia,2024,3,HUMAN_OBSERVATION
4240806259,"Tyrannus melancholicus Vieillot, 1819",Tyrannus melancholicus,Tyrannidae,Colombia,2024,3,HUMAN_OBSERVATION
4250199785,"Hypopyrrhus pyrohypogaster (Tarragon, 1847)",Hypopyrrhus pyrohypogaster,Icteridae,Colombia,2024,3,HUMAN_OBSERVATION
4256941619,"Ortalis columbiana Hellmayr, 1906",Ortalis columbiana,Cracidae,Colombia,2024,3,HUMAN_OBSERVATION
4260486777,"Myiozetetes similis (Spix, 1825)",Myiozetetes similis,Tyrannidae,Colombia,2024,3,HUMAN_OBSERVATION
4262390263,"Piaya cayana (Linnaeus, 1766)",Piaya cayana,Cuculidae,Colombia,2024,3,HUMAN_OBSERVATION
4262715861,"Spinus psaltria (Say, 1822)",Spinus psaltria,Fringillidae,Colombia,2024,3,HUMAN_OBSERVATION
4264074170,"Melanerpes rubricapillus (Cabanis, 1862)",Melanerpes rubricapillus,Picidae,Colombia,2024,3,HUMAN_OBSERVATION
4269521368,"Cardellina canadensis (Linnaeus, 1766)",Cardellina canadensis,Parulidae,Colombia,2024,3,HUMAN_OBSERVATION
1670416513,"Columba palumbus Linnaeus, 1758",Columba palumbus,Columbidae,Sweden,2022,4,HUMAN_OBSERVATION
1670416532,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Sweden,2022,4,HUMAN_OBSERVATION
1749897224,"Poecile atricapillus (Linnaeus, 1766)",Poecile atricapillus,Paridae,United States of America,2022,4,HUMAN_OBSERVATION
1749897229,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Passeridae,United States of America,2022,4,HUMAN_OBSERVATION
1749897277,"Baeolophus bicolor (Linnaeus, 1766)",Baeolophus bicolor,Paridae,United States of America,2022,4,HUMAN_OBSERVATION
1749897291,"Haemorhous purpureus (J.F.Gmelin, 1789)",Haemorhous purpureus,Fringillidae,United States of America,2022,4,HUMAN_OBSERVATION
1891617757,"Grus grus (Linnaeus, 1758)",Grus grus,Gruidae,Germany,2022,4,PRESERVED_SPECIMEN
1891617873,"Parus major Linnaeus, 1758",Parus major,Paridae,France,2022,4,PRESERVED_SPECIMEN
1891618456,"Grus grus (Linnaeus, 1758)",Grus grus,Gruidae,Germany,2022,4,PRESERVED_SPECIMEN
2057782853,"Cardinalis cardinalis (Linnaeus, 1758)",Cardinalis cardinalis,Cardinalidae,United States of America,2022,4,HUMAN_OBSERVATION
2070942880,"Colaptes auratus (Linnaeus, 1758)",Colaptes auratus,Picidae,United States of America,2022,4,HUMAN_OBSERVATION
2070944333,"Spinus tristis (Linnaeus, 1758)",Spinus tristis,Fringillidae,United States of America,2022,4,HUMAN_OBSERVATION
2070944389,"Melospiza melodia (A.Wilson, 1810)",Melospiza melodia,Passerellidae,United States of America,2022,4,HUMAN_OBSERVATION
2070944718,"Cyanocitta cristata (Linnaeus, 1758)",Cyanocitta cristata,Corvidae,United States of America,2022,4,HUMAN_OBSERVATION
2070947032,"Sayornis phoebe (Latham, 1790)",Sayornis phoebe,Tyrannidae,United States of America,2022,4,HUMAN_OBSERVATION
2070956910,"Melanerpes carolinus (Linnaeus, 1758)",Melanerpes carolinus,Picidae,United States of America,2022,4,HUMAN_OBSERVATION
2076389486,"Agelaius phoeniceus (Linnaeus, 1766)",Agelaius phoeniceus,Icteridae,United States of America,2022,4,HUMAN_OBSERVATION
2076396518,"Turdus migratorius Linnaeus, 1766",Turdus migratorius,Turdidae,United States of America,2022,4,HUMAN_OBSERVATION
2076406557,"Mimus polyglottos (Linnaeus, 1758)",Mimus polyglottos,Mimidae,United States of America,2022,4,HUMAN_OBSERVATION
2650161277,"Estrilda astrild (Linnaeus, 1758)",Estrilda astrild,Estrildidae,Brazil,2022,4,PRESERVED_SPECIMEN
2670767699,"Ardea herodias Linnaeus, 1758",Ardea herodias,Ardeidae,United States of America,2022,4,HUMAN_OBSERVATION
2670782645,"Pandion haliaetus (Linnaeus, 1758)",Pandion haliaetus,Pandionidae,United States of America,2022,4,HUMAN_OBSERVATION
2672371515,"Cardinalis cardinalis (Linnaeus, 1758)",Cardinalis cardinalis,Cardinalidae,United States of America,2022,4,HUMAN_OBSERVATION
2672396587,"Chaetura pelagica (Linnaeus, 1758)",Chaetura pelagica,Apodidae,United States of America,2022,4,HUMAN_OBSERVATION
2672521416,"Myiarchus crinitus (Linnaeus, 1758)",Myiarchus crinitus,Tyrannidae,United States of America,2022,4,HUMAN_OBSERVATION
2673624610,"Setophaga americana (Linnaeus, 1758)",Setophaga americana,Parulidae,United States of America,2022,4,HUMAN_OBSERVATION
2673734616,"Melanerpes carolinus (Linnaeus, 1758)",Melanerpes carolinus,Picidae,United States of America,2022,4,HUMAN_OBSERVATION
2675837856,"Zenaida macroura (Linnaeus, 1758)",Zenaida macroura,Columbidae,United States of America,2022,4,HUMAN_OBSERVATION
2675986577,"Cyanocitta cristata (Linnaeus, 1758)",Cyanocitta cristata,Corvidae,United States of America,2022,4,HUMAN_OBSERVATION
2676050404,"Sialia sialis (Linnaeus, 1758)",Sialia sialis,Turdidae,United States of America,2022,4,HUMAN_OBSERVATION
2682049721,"Corvus brachyrhynchos C.L.Brehm, 1822",Corvus brachyrhynchos,Corvidae,United States of America,2022,4,HUMAN_OBSERVATION
2682241511,"Baeolophus bicolor (Linnaeus, 1766)",Baeolophus bicolor,Paridae,United States of America,2022,4,HUMAN_OBSERVATION
2686704529,"Mycteria americana Linnaeus, 1758",Mycteria americana,Ciconiidae,United States of America,2022,4,HUMAN_OBSERVATION
3431625107,"Dendrocopos major (Linnaeus, 1758)",Dendrocopos major,Picidae,Sweden,2022,4,HUMAN_OBSERVATION
1291397672,"Corvus brachyrhynchos brachyrhynchos C.L.Brehm, 1822",Corvus brachyrhynchos,Corvidae,,2023,4,PRESERVED_SPECIMEN
1291408081,"Corvus brachyrhynchos brachyrhynchos C.L.Brehm, 1822",Corvus brachyrhynchos,Corvidae,,2023,4,PRESERVED_SPECIMEN
1670550760,"Tadorna tadorna (Linnaeus, 1758)",Tadorna tadorna,Anatidae,Sweden,2023,4,HUMAN_OBSERVATION
1670550770,"Anser albifrons (Scopoli, 1769)",Anser albifrons,Anatidae,Sweden,2023,4,HUMAN_OBSERVATION
1670550773,"Anser albifrons (Scopoli, 1769)",Anser albifrons,Anatidae,Sweden,2023,4,HUMAN_OBSERVATION
1670550775,"Anser anser (Linnaeus, 1758)",Anser anser,Anatidae,Sweden,2023,4,HUMAN_OBSERVATION
2572725307,"Erithacus rubecula (Linnaeus, 1758)",Erithacus rubecula,Muscicapidae,Sweden,2023,4,HUMAN_OBSERVATION
2718491294,"Cathartes aura (Linnaeus, 1758)",Cathartes aura,Cathartidae,Canada,2023,4,HUMAN_OBSERVATION
2719341196,"Progne subis (Linnaeus, 1758)",Progne subis,Hirundinidae,Canada,2023,4,HUMAN_OBSERVATION
3049474941,"Columba palumbus Linnaeus, 1758",Columba palumbus,Columbidae,Sweden,2023,4,HUMAN_OBSERVATION
3542703477,"Psittacula alexandri (Linnaeus, 1758)",Psittacula alexandri,Psittacidae,Thailand,2023,4,HUMAN_OBSERVATION
4013882699,"Turdus pilaris Linnaeus, 1758",Turdus pilaris,Turdidae,Sweden,2023,4,HUMAN_OBSERVATION
4014121745,"Dendrocopos major (Linnaeus, 1758)",Dendrocopos major,Picidae,Sweden,2023,4,HUMAN_OBSERVATION
4053420369,"Passer montanus (Linnaeus, 1758)",Passer montanus,Passeridae,Sweden,2023,4,HUMAN_OBSERVATION
4065700302,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,Sturnidae,Finland,2023,4,HUMAN_OBSERVATION
4066808302,"Cygnus cygnus (Linnaeus, 1758)",Cygnus cygnus,Anatidae,Finland,2023,4,HUMAN_OBSERVATION
4066809301,"Cygnus cygnus (Linnaeus, 1758)",Cygnus cygnus,Anatidae,Finland,2023,4,HUMAN_OBSERVATION
4066809307,"Motacilla alba Linnaeus, 1758",Motacilla alba,Motacillidae,Finland,2023,4,HUMAN_OBSERVATION
4066810305,"Motacilla alba Linnaeus, 1758",Motacilla alba,Motacillidae,Finland,2023,4,HUMAN_OBSERVATION
4066813307,"Fringilla coelebs Linnaeus, 1758",Fringilla coelebs,Fringillidae,Finland,2023,4,HUMAN_OBSERVATION
4069946412,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,Phalacrocoracidae,Norway,2023,4,HUMAN_OBSERVATION
4069947520,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Norway,2023,4,HUMAN_OBSERVATION
4069948305,"Motacilla alba Linnaeus, 1758",Motacilla alba,Motacillidae,Norway,2023,4,HUMAN_OBSERVATION
4069948333,"Parus major Linnaeus, 1758",Parus major,Paridae,Norway,2023,4,HUMAN_OBSERVATION
4069948522,"Larus marinus Linnaeus, 1758",Larus marinus,Laridae,Norway,2023,4,HUMAN_OBSERVATION
4069949306,"Chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,Norway,2023,4,HUMAN_OBSERVATION
4069949438,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Norway,2023,4,HUMAN_OBSERVATION
4069949523,"Asio otus (Linnaeus, 1758)",Asio otus,Strigidae,Norway,2023,4,HUMAN_OBSERVATION
4069951333,"Motacilla cinerea Tunstall, 1771",Motacilla cinerea,Motacillidae,Norway,2023,4,HUMAN_OBSERVATION
4069951413,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,Fringillidae,Norway,2023,4,HUMAN_OBSERVATION
4069951464,"Erithacus rubecula (Linnaeus, 1758)",Erithacus rubecula,Muscicapidae,Norway,2023,4,HUMAN_OBSERVATION
4069952409,"Ardea cinerea Linnaeus, 1758",Ardea cinerea,Ardeidae,Norway,2023,4,HUMAN_OBSERVATION
4069952421,"Anthus petrosus (Montagu, 1798)",Anthus petrosus,Motacillidae,Norway,2023,4,HUMAN_OBSERVATION
4069952525,"Cygnus cygnus (Linnaeus, 1758)",Cygnus cygnus,Anatidae,Norway,2023,4,HUMAN_OBSERVATION
1291434317,"Coccothraustes coccothraustes coccothraustes (Linnaeus, 1758)",Coccothraustes coccothraustes,Fringillidae,Romania,2024,4,PRESERVED_SPECIMEN
2650162096,"Zonotrichia capensis (P.L.S.Müller, 1776)",Zonotrichia capensis,Passerellidae,Brazil,2024,4,PRESERVED_SPECIMEN
2650162117,"Arremon taciturnus (Hermann, 1783)",Arremon taciturnus,Passerellidae,Brazil,2024,4,PRESERVED_SPECIMEN
2676734274,"Melanerpes carolinus (Linnaeus, 1758)",Melanerpes carolinus,Picidae,United States of America,2024,4,HUMAN_OBSERVATION
2679506135,"Corvus brachyrhynchos C.L.Brehm, 1822",Corvus brachyrhynchos,Corvidae,United States of America,2024,4,HUMAN_OBSERVATION
2680204182,"Buteo lineatus (Gmelin, 1788)",Buteo lineatus,Accipitridae,United States of America,2024,4,HUMAN_OBSERVATION
2680536132,"Bubo virginianus (J.F.Gmelin, 1788)",Bubo virginianus,Strigidae,United States of America,2024,4,HUMAN_OBSERVATION
2682097293,"Quiscalus quiscula (Linnaeus, 1758)",Quiscalus quiscula,Icteridae,United States of America,2024,4,HUMAN_OBSERVATION
2685980126,"Dryobates villosus (Linnaeus, 1766)",Leuconotopicus villosus,Picidae,United States of America,2024,4,HUMAN_OBSERVATION
2782313076,"Zenaida macroura (Linnaeus, 1758)",Zenaida macroura,Columbidae,United States of America,2024,4,HUMAN_OBSERVATION
2782454013,"Cyanocitta cristata (Linnaeus, 1758)",Cyanocitta cristata,Corvidae,United States of America,2024,4,HUMAN_OBSERVATION
2783099089,"Cardinalis cardinalis (Linnaeus, 1758)",Cardinalis cardinalis,Cardinalidae,United States of America,2024,4,HUMAN_OBSERVATION
2788576082,"Cathartes aura (Linnaeus, 1758)",Cathartes aura,Cathartidae,United States of America,2024,4,HUMAN_OBSERVATION
2789024214,"Ardea herodias Linnaeus, 1758",Ardea herodias,Ardeidae,United States of America,2024,4,HUMAN_OBSERVATION
3135468431,"Centropus sinensis (Stephens, 1815)",Centropus sinensis,Cuculidae,Cambodia,2024,4,HUMAN_OBSERVATION
3135561375,"Aerodramus fuciphagus (Thunberg, 1812)",Aerodramus fuciphagus,Apodidae,Cambodia,2024,4,HUMAN_OBSERVATION
3135744393,"Falco peregrinus Tunstall, 1771",Falco peregrinus,Falconidae,Cambodia,2024,4,HUMAN_OBSERVATION
3136133283,"Acridotheres tristis (Linnaeus, 1766)",Acridotheres tristis,Sturnidae,Cambodia,2024,4,HUMAN_OBSERVATION
3136433435,"Icthyophaga ichthyaetus (Horsfield, 1821)",Icthyophaga ichthyaetus,Accipitridae,Cambodia,2024,4,HUMAN_OBSERVATION
3136753403,"Ardea intermedia Wagler, 1829",Egretta intermedia,Ardeidae,Cambodia,2024,4,HUMAN_OBSERVATION
3136807408,"Plegadis falcinellus (Linnaeus, 1766)",Plegadis falcinellus,Threskiornithidae,Cambodia,2024,4,HUMAN_OBSERVATION
3136811302,"Mixornis gularis (Horsfield, 1822)",Macronus gularis,Timaliidae,Cambodia,2024,4,HUMAN_OBSERVATION
3136826389,"Botaurus Stephens, 1819",,Ardeidae,Cambodia,2024,4,HUMAN_OBSERVATION
3136914462,"Halcyon smyrnensis (Linnaeus, 1758)",Halcyon smyrnensis,Alcedinidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137126433,"Columba livia J.F.Gmelin, 1789",Columba livia,Columbidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137307454,"Ardea alba Linnaeus, 1758",Ardea alba,Ardeidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137315427,"Butorides striata (Linnaeus, 1758)",Butorides striata,Ardeidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137381552,"Corvus macrorhynchos Wagler, 1827",Corvus macrorhynchos,Corvidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137410578,"Leptoptilos javanicus (Horsfield, 1821)",Leptoptilos javanicus,Ciconiidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137711426,"Anastomus oscitans (Boddaert, 1783)",Anastomus oscitans,Ciconiidae,Cambodia,2024,4,HUMAN_OBSERVATION
3137757467,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Passeridae,Cambodia,2024,4,HUMAN_OBSERVATION
3137849457,"Phalacrocorax fuscicollis Stephens, 1826",Phalacrocorax fuscicollis,Phalacrocoracidae,Cambodia,2024,4,HUMAN_OBSERVATION
3138439392,"Leptoptilos dubius (Gmelin, 1789)",Leptoptilos dubius,Ciconiidae,Cambodia,2024,4,HUMAN_OBSERVATION
3139889386,"Merops philippinus Linnaeus, 1767",Merops philippinus,Meropidae,Cambodia,2024,4,HUMAN_OBSERVATION
1291434557,"Fringilla coelebs gengleri O.Kleinschmidt, 1909",Fringilla coelebs,Fringillidae,United Kingdom of Great Britain and Northern Ireland,2022,5,PRESERVED_SPECIMEN
1291434558,"Fringilla coelebs gengleri O.Kleinschmidt, 1909",Fringilla coelebs,Fringillidae,United Kingdom of Great Britain and Northern Ireland,2022,5,PRESERVED_SPECIMEN
1291434563,"Carduelis chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,United Kingdom of Great Britain and Northern Ireland,2022,5,PRESERVED_SPECIMEN
1291434569,"Carduelis chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,United Kingdom of Great Britain and Northern Ireland,2022,5,PRESERVED_SPECIMEN
1291434570,"Carduelis chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,United Kingdom of Great Britain and Northern Ireland,2022,5,PRESERVED_SPECIMEN
1291434579,"Fringilla coelebs gengleri O.Kleinschmidt, 1909",Fringilla coelebs,Fringillidae,United Kingdom of Great Britain and Northern Ireland,2022,5,PRESERVED_SPECIMEN
1432555389,"Anthus petrosus (Montagu, 1798)",Anthus petrosus,Motacillidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555395,"Motacilla alba Linnaeus, 1758",Motacilla alba,Motacillidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555423,"Delichon urbicum (Linnaeus, 1758)",Delichon urbicum,Hirundinidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555430,"Phalacrocorax aristotelis (Linnaeus, 1761)",Phalacrocorax aristotelis,Phalacrocoracidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555434,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,Phalacrocoracidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555442,"Fratercula arctica (Linnaeus, 1758)",Fratercula arctica,Alcidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555446,"Cepphus grylle (Linnaeus, 1758)",Cepphus grylle,Alcidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555450,"Sterna hirundo Linnaeus, 1758",Sterna hirundo,Laridae,Sweden,2022,5,HUMAN_OBSERVATION
1432555455,"Thalasseus sandvicensis (Latham, 1787)",Thalasseus sandvicensis,Laridae,Sweden,2022,5,HUMAN_OBSERVATION
1432555459,"Larus fuscus Linnaeus, 1758",Larus fuscus,Laridae,Sweden,2022,5,HUMAN_OBSERVATION
1432555467,"Larus marinus Linnaeus, 1758",Larus marinus,Laridae,Sweden,2022,5,HUMAN_OBSERVATION
1432555483,"Chroicocephalus ridibundus (Linnaeus, 1766)",Chroicocephalus ridibundus,Laridae,Sweden,2022,5,HUMAN_OBSERVATION
1432555494,"Arenaria interpres (Linnaeus, 1758)",Arenaria interpres,Scolopacidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555497,"Charadrius hiaticula Linnaeus, 1758",Charadrius hiaticula,Charadriidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555501,"Haematopus ostralegus Linnaeus, 1758",Haematopus ostralegus,Haematopodidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555505,"Rallus aquaticus Linnaeus, 1758",Rallus aquaticus,Rallidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555512,"Mergus serrator Linnaeus, 1758",Mergus serrator,Anatidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555515,"Melanitta nigra (Linnaeus, 1758)",Melanitta nigra,Anatidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555519,"Somateria mollissima (Linnaeus, 1758)",Somateria mollissima,Anatidae,Sweden,2022,5,HUMAN_OBSERVATION
1432555522,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,Sweden,2022,5,HUMAN_OBSERVATION
