key,scientific_name,species,family,country,year,month,basis_of_record
3243437918,"Setophaga townsendi (J.K.Townsend, 1837)",Setophaga townsendi,Parulidae,United States of America,2022,1,HUMAN_OBSERVATION
3245252653,"Columba livia J.F.Gmelin, 1789",Columba livia,Columbidae,United States of America,2022,1,HUMAN_OBSERVATION
3424215327,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Passeridae,Norway,2022,1,HUMAN_OBSERVATION
3424216324,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Norway,2022,1,HUMAN_OBSERVATION
3424219359,"Strix aluco Linnaeus, 1758",Strix aluco,Strigidae,Norway,2022,1,HUMAN_OBSERVATION
3424229324,"Scolopax rusticola Linnaeus, 1758",Scolopax rusticola,Scolopacidae,Norway,2022,1,HUMAN_OBSERVATION
3424231415,"Strix aluco Linnaeus, 1758",Strix aluco,Strigidae,Norway,2022,1,HUMAN_OBSERVATION
3424234360,"Turdus iliacus Linnaeus, 1758",Turdus iliacus,Turdidae,Norway,2022,1,HUMAN_OBSERVATION
3424235321,"Ardea cinerea Linnaeus, 1758",Ardea cinerea,Ardeidae,Norway,2022,1,HUMAN_OBSERVATION
3424238426,"Gavia immer (Brunnich, 1764)",Gavia immer,Gaviidae,Norway,2022,1,HUMAN_OBSERVATION
3424241410,"Erithacus rubecula (Linnaeus, 1758)",Erithacus rubecula,Muscicapidae,Norway,2022,1,HUMAN_OBSERVATION
3424244352,"Turdus iliacus Linnaeus, 1758",Turdus iliacus,Turdidae,Norway,2022,1,HUMAN_OBSERVATION
3424250336,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Norway,2022,1,HUMAN_OBSERVATION
3424252381,"Chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,Norway,2022,1,HUMAN_OBSERVATION
3424256427,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Norway,2022,1,HUMAN_OBSERVATION
3424262304,"Troglodytes troglodytes (Linnaeus, 1758)",Troglodytes troglodytes,Troglodytidae,Norway,2022,1,HUMAN_OBSERVATION
3596425796,"Sittasomus griseicapillus (Vieillot, 1818)",Sittasomus griseicapillus,Furnariidae,Brazil,2023,1,HUMAN_OBSERVATION
3624223101,"Pomatostomus temporalis (Vigors & Horsfield, 1827)",Pomatostomus temporalis,Pomatostomidae,Australia,2023,1,HUMAN_OBSERVATION
3946209250,"Bambusicola sonorivox Gould, 1863",Bambusicola sonorivox,Phasianidae,Chinese Taipei,2023,1,HUMAN_OBSERVATION
3993445845,"Rallus aquaticus Linnaeus, 1758",Rallus aquaticus,Rallidae,Sweden,2023,1,HUMAN_OBSERVATION
4010280451,"Passer montanus (Linnaeus, 1758)",Passer montanus,Passeridae,Finland,2023,1,HUMAN_OBSERVATION
4010281455,"Periparus ater (Linnaeus, 1758)",Periparus ater,Paridae,Finland,2023,1,HUMAN_OBSERVATION
4010284363,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Finland,2023,1,HUMAN_OBSERVATION
4010286358,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Finland,2023,1,HUMAN_OBSERVATION
4010287355,"Garrulus glandarius (Linnaeus, 1758)",Garrulus glandarius,Corvidae,Finland,2023,1,HUMAN_OBSERVATION
4010288354,"Coloeus monedula (Linnaeus, 1758)",Coloeus monedula,Corvidae,Finland,2023,1,HUMAN_OBSERVATION
4010289346,"Emberiza citrinella Linnaeus, 1758",Emberiza citrinella,Emberizidae,Finland,2023,1,HUMAN_OBSERVATION
4010291356,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Finland,2023,1,HUMAN_OBSERVATION
4010294364,"Parus major Linnaeus, 1758",Parus major,Paridae,Finland,2023,1,HUMAN_OBSERVATION
4010508309,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508313,"Carduelis carduelis caniceps Vigors, 1831",Carduelis carduelis,Fringillidae,Kazakhstan,2023,1,HUMAN_OBSERVATION
4010508317,"Corvus monedula Linnaeus, 1758",Coloeus monedula,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508321,"Accipiter nisus (Linnaeus, 1758)",Accipiter nisus,Accipitridae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508322,"Mycerobas carnipes (Hodgson, 1836)",Mycerobas carnipes,Fringillidae,Kazakhstan,2023,1,HUMAN_OBSERVATION
4010508323,"Chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508337,"Corvus monedula Linnaeus, 1758",Coloeus monedula,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508341,"Fringilla coelebs Linnaeus, 1758",Fringilla coelebs,Fringillidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508343,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508351,"Poecile montanus (Conrad von Baldenstein, 1827)",Poecile montanus,Paridae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508356,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508368,"Sitta europaea Linnaeus, 1758",Sitta europaea,Sittidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508371,"Poecile montanus (Conrad von Baldenstein, 1827)",Poecile montanus,Paridae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508376,"Corvus corax Linnaeus, 1758",Corvus corax,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508377,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,Fringillidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508389,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508398,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunellidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508399,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508401,"Aegypius monachus (Linnaeus, 1766)",Aegypius monachus,Accipitridae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508413,"Alcedo atthis (Linnaeus, 1758)",Alcedo atthis,Alcedinidae,Russian Federation,2023,1,HUMAN_OBSERVATION
4010508414,"Corvus monedula Linnaeus, 1758",Coloeus monedula,Corvidae,Russian Federation,2023,1,HUMAN_OBSERVATION
1291415457,"Neochmia phaeton phaeton (Hombron & Jacquinot, 1841)",Neochmia phaeton,Estrildidae,Australia,2024,1,PRESERVED_SPECIMEN
1291504826,"Heterophasia picaoides (Hodgson, 1839)",Heterophasia picaoides,Leiothrichidae,,2024,1,PRESERVED_SPECIMEN
2554266701,"Carduelis flammea (Linnaeus, 1758)",Acanthis flammea,Fringillidae,United States of America,2024,1,PRESERVED_SPECIMEN
2554269725,"Carduelis flammea (Linnaeus, 1758)",Acanthis flammea,Fringillidae,United States of America,2024,1,PRESERVED_SPECIMEN
4090615389,"Prunella modularis (Linnaeus, 1758)",Prunella modularis,Prunellidae,United Kingdom of Great Britain and Northern Ireland,2024,1,HUMAN_OBSERVATION
4461268245,"Saxicola rubicola (Linnaeus, 1766)",Saxicola rubicola,Muscicapidae,Netherlands,2024,1,HUMAN_OBSERVATION
4506686305,"Botaurus stellaris (Linnaeus, 1758)",Botaurus stellaris,Ardeidae,China,2024,1,HUMAN_OBSERVATION
4506686306,"Rallus aquaticus Linnaeus, 1758",Rallus aquaticus,Rallidae,China,2024,1,HUMAN_OBSERVATION
4506809410,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,Russian Federation,2024,1,HUMAN_OBSERVATION
4506899975,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Sweden,2024,1,HUMAN_OBSERVATION
4506899976,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899977,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899978,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899979,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899980,"Parus major Linnaeus, 1758",Parus major,Paridae,Sweden,2024,1,HUMAN_OBSERVATION
4506899981,"Fulica atra Linnaeus, 1758",Fulica atra,Rallidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899982,"Anser albifrons (Scopoli, 1769)",Anser albifrons,Anatidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899984,"Aythya fuligula (Linnaeus, 1758)",Aythya fuligula,Anatidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899985,"Sitta europaea Linnaeus, 1758",Sitta europaea,Sittidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899986,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899987,"Corvus cornix Linnaeus, 1758",Corvus cornix,Corvidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899988,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,Fringillidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899989,"Columba palumbus Linnaeus, 1758",Columba palumbus,Columbidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899990,"Corvus corax Linnaeus, 1758",Corvus corax,Corvidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899991,"Coloeus monedula (Linnaeus, 1758)",Coloeus monedula,Corvidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899992,"Cygnus olor (J.F.Gmelin, 1789)",Cygnus olor,Anatidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899993,"Parus major Linnaeus, 1758",Parus major,Paridae,Sweden,2024,1,HUMAN_OBSERVATION
4506899994,"Parus major Linnaeus, 1758",Parus major,Paridae,Sweden,2024,1,HUMAN_OBSERVATION
4506899996,"Aegithalos caudatus (Linnaeus, 1758)",Aegithalos caudatus,Aegithalidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899997,"Aythya fuligula (Linnaeus, 1758)",Aythya fuligula,Anatidae,Sweden,2024,1,HUMAN_OBSERVATION
4506899998,"Passer montanus (Linnaeus, 1758)",Passer montanus,Passeridae,Sweden,2024,1,HUMAN_OBSERVATION
4506899999,"Melanitta fusca (Linnaeus, 1758)",Melanitta fusca,Anatidae,Sweden,2024,1,HUMAN_OBSERVATION
4506900000,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Sweden,2024,1,HUMAN_OBSERVATION
4506900001,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Sweden,2024,1,HUMAN_OBSERVATION
1891617584,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,France,2022,2,PRESERVED_SPECIMEN
1891617732,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,France,2022,2,PRESERVED_SPECIMEN
1891617890,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,Sturnidae,,2022,2,PRESERVED_SPECIMEN
1891617917,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,Sturnidae,,2022,2,PRESERVED_SPECIMEN
3461185305,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Finland,2022,2,HUMAN_OBSERVATION
3461224303,"Dendrocopos major (Linnaeus, 1758)",Dendrocopos major,Picidae,Finland,2022,2,HUMAN_OBSERVATION
3461242308,"Parus major Linnaeus, 1758",Parus major,Paridae,Finland,2022,2,HUMAN_OBSERVATION
3461256305,"Passer montanus (Linnaeus, 1758)",Passer montanus,Passeridae,Finland,2022,2,HUMAN_OBSERVATION
3462680302,"Larus argentatus Pontoppidan, 1763",Larus argentatus,Laridae,Poland,2022,2,HUMAN_OBSERVATION
3462680303,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Passeridae,Finland,2022,2,HUMAN_OBSERVATION
3462680315,"Dryocopus martius (Linnaeus, 1758)",Dryocopus martius,Picidae,Finland,2022,2,HUMAN_OBSERVATION
3462680334,"Dryocopus martius (Linnaeus, 1758)",Dryocopus martius,Picidae,Finland,2022,2,HUMAN_OBSERVATION
3462680335,"Picus canus J.F.Gmelin, 1788",Picus canus,Picidae,Finland,2022,2,HUMAN_OBSERVATION
3462680345,"Streptopelia decaocto (Frivaldszky, 1838)",Streptopelia decaocto,Columbidae,Finland,2022,2,HUMAN_OBSERVATION
3462727306,"Bucephala clangula (Linnaeus, 1758)",Bucephala clangula,Anatidae,Norway,2022,2,HUMAN_OBSERVATION
3462727309,"Larus argentatus Pontoppidan, 1763",Larus argentatus,Laridae,Norway,2022,2,HUMAN_OBSERVATION
3462727310,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Norway,2022,2,HUMAN_OBSERVATION
3462727311,"Fringilla montifringilla Linnaeus, 1758",Fringilla montifringilla,Fringillidae,Norway,2022,2,HUMAN_OBSERVATION
3462727313,"Ardea cinerea Linnaeus, 1758",Ardea cinerea,Ardeidae,Norway,2022,2,HUMAN_OBSERVATION
3462727320,"Sylvia atricapilla (Linnaeus, 1758)",Sylvia atricapilla,Sylviidae,Norway,2022,2,HUMAN_OBSERVATION
3462727321,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,Norway,2022,2,HUMAN_OBSERVATION
3462727324,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,Anatidae,Norway,2022,2,HUMAN_OBSERVATION
3462727326,"Fringilla montifringilla Linnaeus, 1758",Fringilla montifringilla,Fringillidae,Norway,2022,2,HUMAN_OBSERVATION
3462727330,"Columba palumbus Linnaeus, 1758",Columba palumbus,Columbidae,Norway,2022,2,HUMAN_OBSERVATION
3462727331,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Norway,2022,2,HUMAN_OBSERVATION
3462727337,"Passer domesticus (Linnaeus, 1758)",Passer domesticus,Passeridae,Norway,2022,2,HUMAN_OBSERVATION
3462727339,"Parus major Linnaeus, 1758",Parus major,Paridae,Norway,2022,2,HUMAN_OBSERVATION
3462727341,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,Fringillidae,Norway,2022,2,HUMAN_OBSERVATION
3462727342,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Norway,2022,2,HUMAN_OBSERVATION
3462727345,"Accipiter gentilis (Linnaeus, 1758)",Accipiter gentilis,Accipitridae,Norway,2022,2,HUMAN_OBSERVATION
3462727346,"Pyrrhula pyrrhula (Linnaeus, 1758)",Pyrrhula pyrrhula,Fringillidae,Norway,2022,2,HUMAN_OBSERVATION
3462727348,"Turdus merula Linnaeus, 1758",Turdus merula,Turdidae,Norway,2022,2,HUMAN_OBSERVATION
3462727354,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Norway,2022,2,HUMAN_OBSERVATION
3462727356,"Picus viridis Linnaeus, 1758",Picus viridis,Picidae,Norway,2022,2,HUMAN_OBSERVATION
2743088276,"Dryocopus pileatus (Linnaeus, 1758)",Dryocopus pileatus,Picidae,United States of America,2023,2,HUMAN_OBSERVATION
2745280152,"Melanerpes carolinus (Linnaeus, 1758)",Melanerpes carolinus,Picidae,United States of America,2023,2,HUMAN_OBSERVATION
2758787043,"Melanerpes erythrocephalus (Linnaeus, 1758)",Melanerpes erythrocephalus,Picidae,United States of America,2023,2,HUMAN_OBSERVATION
2759881101,"Columbina passerina (Linnaeus, 1758)",Columbina passerina,Columbidae,United States of America,2023,2,HUMAN_OBSERVATION
2770831147,"Buteo lineatus (Gmelin, 1788)",Buteo lineatus,Accipitridae,United States of America,2023,2,HUMAN_OBSERVATION
2771234121,"Dryobates pubescens (Linnaeus, 1766)",Dryobates pubescens,Picidae,United States of America,2023,2,HUMAN_OBSERVATION
3184635504,"Patagioenas nigrirostris (P.L.Sclater, 1860)",Patagioenas nigrirostris,Columbidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3184932461,"Ardea alba Linnaeus, 1758",Ardea alba,Ardeidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3185233478,"Heliomaster longirostris (Audebert & Vieillot, 1801)",Heliomaster longirostris,Trochilidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3185675649,"Ceratopipra mentalis (P.L.Sclater, 1857)",Pipra mentalis,Pipridae,Costa Rica,2023,2,HUMAN_OBSERVATION
3185932470,"Euphonia gouldi P.L.Sclater, 1857",Euphonia gouldi,Fringillidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3186673534,"Vanellus chilensis (Molina, 1782)",Vanellus chilensis,Charadriidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3186782441,"Megaceryle torquata (Linnaeus, 1766)",Megaceryle torquata,Alcedinidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3187976361,"Chaetura cinereiventris P.L.Sclater, 1862",Chaetura cinereiventris,Apodidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3188385356,"Stelgidopteryx ruficollis (Vieillot, 1817)",Stelgidopteryx ruficollis,Hirundinidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3188888417,"Columbina talpacoti (Temminck, 1810)",Columbina talpacoti,Columbidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3189538490,"Crotophaga sulcirostris Swainson, 1827",Crotophaga sulcirostris,Cuculidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3189580809,"Buteo plagiatus (Schlegel, 1862)",Buteo nitidus,Accipitridae,Costa Rica,2023,2,HUMAN_OBSERVATION
3189690446,"Tapera naevia (Linnaeus, 1766)",Tapera naevia,Cuculidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3189802489,"Tachycineta albilinea (Lawrence, 1863)",Tachycineta albilinea,Hirundinidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190275291,"Setophaga pensylvanica (Linnaeus, 1766)",Setophaga pensylvanica,Parulidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190570628,"Chloroceryle amazona (Latham, 1790)",Chloroceryle amazona,Alcedinidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190602679,"Glaucis aeneus Lawrence, 1868",Glaucis aeneus,Trochilidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190606777,"Saltator maximus (P.L.S.Müller, 1776)",Saltator maximus,Thraupidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190660447,"Contopus virens (Linnaeus, 1766)",Contopus virens,Tyrannidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190726525,"Todirostrum cinereum (Linnaeus, 1766)",Todirostrum cinereum,Tyrannidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3190905430,"Psarocolius montezuma (Lesson, 1830)",Psarocolius montezuma,Icteridae,Costa Rica,2023,2,HUMAN_OBSERVATION
3191436320,"Phaeochroa cuvierii (Delattre & Bourcier, 1846)",Phaeochroa cuvierii,Trochilidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3191583526,Cardinalidae,,Cardinalidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3191604656,"Pachysylvia decurtata (Bonaparte, 1838)",Hylophilus decurtatus,Vireonidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3192025453,"Chloroceryle americana (J.F.Gmelin, 1788)",Chloroceryle americana,Alcedinidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3192243504,"Ramphastos sulfuratus R.Lesson, 1830",Ramphastos sulfuratus,Ramphastidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3192533353,"Baryphthengus martii (Spix, 1824)",Baryphthengus martii,Momotidae,Costa Rica,2023,2,HUMAN_OBSERVATION
3193126058,"Phaethornis striigularis Gould, 1854",Phaethornis striigularis,Trochilidae,Costa Rica,2023,2,HUMAN_OBSERVATION
2232929905,"Haliaeetus leucocephalus (Linnaeus, 1766)",Haliaeetus leucocephalus,Accipitridae,Canada,2024,2,HUMAN_OBSERVATION
2554274082,"Carduelis flammea (Linnaeus, 1758)",Acanthis flammea,Fringillidae,United States of America,2024,2,PRESERVED_SPECIMEN
3209927476,"Cardinalis cardinalis (Linnaeus, 1758)",Cardinalis cardinalis,Cardinalidae,United States of America,2024,2,HUMAN_OBSERVATION
3212821401,"Zenaida macroura (Linnaeus, 1758)",Zenaida macroura,Columbidae,United States of America,2024,2,HUMAN_OBSERVATION
3214913323,"Buteo jamaicensis (Gmelin, 1788)",Buteo jamaicensis,Accipitridae,United States of America,2024,2,HUMAN_OBSERVATION
3697404034,"Asio otus (Linnaeus, 1758)",Asio otus,Strigidae,Sweden,2024,2,HUMAN_OBSERVATION
4199859832,"Phoenicurus leucocephalus Vigors, 1831",Chaimarrornis leucocephalus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4200099352,"Motacilla cinerea Tunstall, 1771",Motacilla cinerea,Motacillidae,India,2024,2,HUMAN_OBSERVATION
4200761071,"Pycnonotus leucogenys (J.E.Gray, 1835)",Pycnonotus leucogenys,Pycnonotidae,India,2024,2,HUMAN_OBSERVATION
4220479175,"Turdus atrogularis Jarocki, 1819",Turdus atrogularis,Turdidae,India,2024,2,HUMAN_OBSERVATION
4221803768,"Aegithalos concinnus (Gould, 1855)",Aegithalos concinnus,Aegithalidae,India,2024,2,HUMAN_OBSERVATION
4228331563,"Saxicola ferreus J.E.Gray & G.R.Gray, 1847",Saxicola ferreus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4263223997,"Parus monticolus Vigors, 1831",Parus monticolus,Paridae,India,2024,2,HUMAN_OBSERVATION
4284794974,"Motacilla cinerea Tunstall, 1771",Motacilla cinerea,Motacillidae,India,2024,2,HUMAN_OBSERVATION
4306809996,"Enicurus maculatus Vigors, 1831",Enicurus maculatus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4307611198,"Pyrrhocorax pyrrhocorax (Linnaeus, 1758)",Pyrrhocorax pyrrhocorax,Corvidae,India,2024,2,HUMAN_OBSERVATION
4314579809,"Phoenicurus leucocephalus Vigors, 1831",Chaimarrornis leucocephalus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4316472223,"Myophonus caeruleus (Scopoli, 1786)",Myophonus caeruleus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4323038649,"Lophura leucomelanos (Latham, 1790)",Lophura leucomelanos,Phasianidae,India,2024,2,HUMAN_OBSERVATION
4324062988,"Phoenicurus fuliginosus Vigors, 1831",Phoenicurus fuliginosus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4330768056,"Saxicola ferreus J.E.Gray & G.R.Gray, 1847",Saxicola ferreus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4335889489,"Phoenicurus leucocephalus Vigors, 1831",Chaimarrornis leucocephalus,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4350353683,"Monticola rufiventris (Jardine & Selby, 1833)",Monticola rufiventris,Muscicapidae,India,2024,2,HUMAN_OBSERVATION
4352243069,"Gyps himalayensis Hume, 1869",Gyps himalayensis,Accipitridae,India,2024,2,HUMAN_OBSERVATION
4355259210,"Alectoris chukar (J.E.Gray, 1830)",Alectoris chukar,Phasianidae,India,2024,2,HUMAN_OBSERVATION
4365372781,"Pycnonotus leucogenys (J.E.Gray, 1835)",Pycnonotus leucogenys,Pycnonotidae,India,2024,2,HUMAN_OBSERVATION
4516138301,"Branta canadensis (Linnaeus, 1758)",Branta canadensis,Anatidae,Belgium,2024,2,HUMAN_OBSERVATION
4516138302,"Branta canadensis (Linnaeus, 1758)",Branta canadensis,Anatidae,Belgium,2024,2,HUMAN_OBSERVATION
4516138304,"Psittacula krameri (Scopoli, 1769)",Psittacula krameri,Psittacidae,Belgium,2024,2,HUMAN_OBSERVATION
4516138306,"Branta canadensis (Linnaeus, 1758)",Branta canadensis,Anatidae,Belgium,2024,2,HUMAN_OBSERVATION
4517710308,"Psittacula krameri (Scopoli, 1769)",Psittacula krameri,Psittacidae,Belgium,2024,2,HUMAN_OBSERVATION
4517846302,"Uria aalge (Pontoppidan, 1763)",Uria aalge,Alcidae,Norway,2024,2,HUMAN_OBSERVATION
4517846305,"Surnia ulula (Linnaeus, 1758)",Surnia ulula,Strigidae,Norway,2024,2,HUMAN_OBSERVATION
4517846306,"Phalacrocorax carbo (Linnaeus, 1758)",Phalacrocorax carbo,Phalacrocoracidae,Norway,2024,2,HUMAN_OBSERVATION
859237093,"Acridotheres tristis (Linnaeus, 1766)",Acridotheres tristis,Sturnidae,Madagascar,2022,3,PRESERVED_SPECIMEN
1891617779,"Chloris chloris (Linnaeus, 1758)",Chloris chloris,Fringillidae,Luxembourg,2022,3,PRESERVED_SPECIMEN
1891617927,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,France,2022,3,PRESERVED_SPECIMEN
1891618008,"Crex crex (Linnaeus, 1758)",Crex crex,Rallidae,Belgium,2022,3,PRESERVED_SPECIMEN
2250974008,BOLD:ADL7888,Nisaetus bartelsi,Accipitridae,Indonesia,2022,3,MATERIAL_SAMPLE
3434924455,"Spinus spinus (Linnaeus, 1758)",Spinus spinus,Fringillidae,Finland,2022,3,HUMAN_OBSERVATION
3434956437,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Finland,2022,3,HUMAN_OBSERVATION
3435136475,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Finland,2022,3,HUMAN_OBSERVATION
3435150464,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Paridae,Finland,2022,3,HUMAN_OBSERVATION
3500546302,"Rissa tridactyla (Linnaeus, 1758)",Rissa tridactyla,Laridae,Norway,2022,3,HUMAN_OBSERVATION
3503231303,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Finland,2022,3,HUMAN_OBSERVATION
3503237301,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Finland,2022,3,HUMAN_OBSERVATION
3503239303,"Perisoreus infaustus (Linnaeus, 1758)",Perisoreus infaustus,Corvidae,Finland,2022,3,HUMAN_OBSERVATION
3503254302,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Finland,2022,3,HUMAN_OBSERVATION
3503262302,"Acanthis flammea (Linnaeus, 1758)",Acanthis flammea,Fringillidae,Finland,2022,3,HUMAN_OBSERVATION
3503269302,"Bombycilla garrulus (Linnaeus, 1758)",Bombycilla garrulus,Bombycillidae,Finland,2022,3,HUMAN_OBSERVATION
3503272301,"Acanthis flammea (Linnaeus, 1758)",Acanthis flammea,Fringillidae,Finland,2022,3,HUMAN_OBSERVATION
3503306344,"Dendrocopos major (Linnaeus, 1758)",Dendrocopos major,Picidae,Finland,2022,3,HUMAN_OBSERVATION
3503307354,"Pica pica (Linnaeus, 1758)",Pica pica,Corvidae,Finland,2022,3,HUMAN_OBSERVATION
3503307355,"Parus major Linnaeus, 1758",Parus major,Paridae,Finland,2022,3,HUMAN_OBSERVATION
3503307356,"Branta canadensis (Linnaeus, 1758)",Branta canadensis,Anatidae,Finland,2022,3,HUMAN_OBSERVATION
3503307419,"Parus major Linnaeus, 1758",Parus major,Paridae,Finland,2022,3,HUMAN_OBSERVATION
3503309348,"Corvus corone Linnaeus, 1758",Corvus corone,Corvidae,Finland,2022,3,HUMAN_OBSERVATION
3503309349,"Corvus corone Linnaeus, 1758",Corvus corone,Corvidae,Finland,2022,3,HUMAN_OBSERVATION
